,Name,Latitude,Longitude,location
249,Starbucks,51.49,-0.15,"{'type': 'Point', 'coordinates': [-0.15, 51.49]}"
250,Starbucks,51.49,-0.15,"{'type': 'Point', 'coordinates': [-0.15, 51.49]}"
251,Starbucks,51.52,-0.16,"{'type': 'Point', 'coordinates': [-0.16, 51.52]}"
252,Starbucks,51.52,-0.16,"{'type': 'Point', 'coordinates': [-0.16, 51.52]}"
253,Starbucks,51.52,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.52]}"
254,Starbucks,51.52,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.52]}"
255,Starbucks,51.52,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.52]}"
256,Starbucks,51.51,-0.08,"{'type': 'Point', 'coordinates': [-0.08, 51.51]}"
257,Starbucks,51.51,-0.08,"{'type': 'Point', 'coordinates': [-0.08, 51.51]}"
258,Starbucks,51.51,-0.08,"{'type': 'Point', 'coordinates': [-0.08, 51.51]}"
259,Starbucks,51.51,-0.08,"{'type': 'Point', 'coordinates': [-0.08, 51.51]}"
260,Starbucks,51.51,-0.08,"{'type': 'Point', 'coordinates': [-0.08, 51.51]}"
261,Starbucks,51.48,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.48]}"
262,Starbucks,51.52,-0.17,"{'type': 'Point', 'coordinates': [-0.17, 51.52]}"
263,Starbucks,51.52,-0.08,"{'type': 'Point', 'coordinates': [-0.08, 51.52]}"
264,Starbucks,51.52,-0.08,"{'type': 'Point', 'coordinates': [-0.08, 51.52]}"
265,Starbucks,51.52,-0.08,"{'type': 'Point', 'coordinates': [-0.08, 51.52]}"
266,Starbucks,51.53,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.53]}"
267,Starbucks,51.54,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.54]}"
268,Starbucks,51.49,-0.17,"{'type': 'Point', 'coordinates': [-0.17, 51.49]}"
269,Starbucks,51.49,-0.17,"{'type': 'Point', 'coordinates': [-0.17, 51.49]}"
270,Starbucks,51.49,-0.17,"{'type': 'Point', 'coordinates': [-0.17, 51.49]}"
271,Starbucks,51.51,-0.07,"{'type': 'Point', 'coordinates': [-0.07, 51.51]}"
272,Starbucks,51.51,-0.07,"{'type': 'Point', 'coordinates': [-0.07, 51.51]}"
273,Starbucks,51.5,-0.18,"{'type': 'Point', 'coordinates': [-0.18, 51.5]}"
274,Starbucks,51.54,-0.15,"{'type': 'Point', 'coordinates': [-0.15, 51.54]}"
275,Starbucks,51.53,-0.17,"{'type': 'Point', 'coordinates': [-0.17, 51.53]}"
